id,name,deepbias_detected,deep_label,prob_unif,prob_centre,prob_disc,prob_bounds,prob_gaps_clusters,status
ae49878b-e2df-4f98-8d0a-e1f3e2118efe,PSODEOptimizer,True,disc,0.4952399,0.002406282,0.25821388,0.19032754,0.053812273,ok
6e3a0660-6710-4afe-aa70-a762ba3815d1,PSODEOptimizer,True,disc,0.45942765,0.0011357443,0.2591613,0.21446164,0.06581372,ok
d0d12683-e835-49d4-a88b-f58d8397f808,PSODEOptimizer,True,disc,0.42479005,0.001404451,0.34498578,0.18152761,0.0472921,ok
4246d9e5-0000-4069-b260-910e4daf4825,PSODEOptimizer,True,disc,0.52516127,0.0031187846,0.24032524,0.17582555,0.055569164,ok
c0a87ca2-1ff8-4983-8f25-320e381fe310,PSODEOptimizer,True,disc,0.5558599,0.001334638,0.24872458,0.13621679,0.05786399,ok
7ff4f7bf-3225-48e3-bcf6-893edc53c0d7,PSODEOptimizer,True,bounds,0.36175114,0.00030025013,0.2663662,0.32086605,0.05071631,ok
bfc19cc8-6ae5-4b0c-9b22-5875128ab0b5,PSODEOptimizer,True,bounds,0.5099403,0.0024281752,0.17080815,0.24993321,0.066890135,ok
5a7be9fe-a107-49c1-b533-68f6173a5c4e,PSODEOptimizer,True,disc,0.47802225,0.0019687263,0.29641774,0.16743124,0.05616008,ok
1807796c-fdb5-4db7-8b6a-6240a1bec863,PSODEOptimizer,True,disc,0.45942765,0.0011357443,0.2591613,0.21446164,0.06581372,ok
2440de4e-becf-4c27-83ed-7dbac12254eb,PSODEOptimizer,False,unif,0.7072545,0.027412364,0.17315963,0.0077303806,0.08444309,ok
68e5a71f-9aa2-4d5f-955a-6be924cf96f4,PSODEOptimizer,True,disc,0.4611035,0.0020229833,0.2724521,0.20865814,0.05576334,ok
c5dbab23-fa90-49fb-814d-350c6b533c59,PSODEOptimizer,True,bounds,0.54052484,0.0041678557,0.19304615,0.21115169,0.051109444,ok
e09cac76-7408-4eb0-8a8d-e26197c85e04,PSODEOptimizer,True,disc,0.46518284,0.001965295,0.2733117,0.19546461,0.064075574,ok
c428a0c6-da17-4389-8d72-42c3638c4d8f,PSODEOptimizer,True,disc,0.48028272,0.0022788174,0.2912025,0.17007144,0.056164514,ok
